CC-PHYS 221 01, H1 - Ghanbeigi (CRN: 3870, 3880); 9781256396062; 2 P/S Tutorials In Introductory Physics; Mcdermott; 0; Required; False; 
CC-PHYS 222 01-03 - Raj (CRN: 3890, 3895, 3900); 9781429201247; Physics For Scientists & Engineers; Tipler; 6; Required; False; 
CC-PHYS 222 01-03 - Raj (CRN: 3890, 3895, 3900); 9781256396062; 2 P/S Tutorials In Introductory Physics; Mcdermott; 0; Required; False; 
CC-PHYS 223 01 - Raj (CRN: 3910); 9781429201247; Physics For Scientists & Engineers; Tipler; 6; Required; False; 
CC-PHYS 223 01 - Raj (CRN: 3910); 9781256396062; 2 P/S Tutorials In Introductory Physics; Mcdermott; 0; Required; False; 
CC-POLS 101 OL1 - Nazemi (CRN: 3940); 9781538114124; Power & Choice (15E 18); Shively; 15; Required; False; 
CC-POLS 101 OL1 - Nazemi (CRN: 3940); 9780465029914; Blood Diamonds (2E 12); Campbell; 2; Required; False; 
CC-POLS 202 01 - Richards (CRN: 3950); 9782222222224; See Instructor for Course Materials; Instructor; ; No Purchase Necessary; False; 
CC-POLS 202 OL1 - Nazemi (CRN: 3970); 9781259215735; Taking Sides, Clashing Views on Political Issues (19E 15); Miller; 19; Required; False; 
CC-POLS 202 OL1 - Nazemi (CRN: 3970); 9781337405287; 2 P/S GOVT (10E 19) w/ MindTap Political Science; Sidlow; 10; Required; False; 
CC-POLS 202 OL2 - Fralick (CRN: 3980); 9780393679670; We The People, Essentials Edition (12e 19); Ginsburg; 12; Required; False; 
CC-POLS 203 OL1 - Nazemi (CRN: 3990); 9781352004229; Introduction to International Relations (2e 18); Grieco; 2; Required; False; 
CC-POLS 203 OL1 - Nazemi (CRN: 3990); 9781259882975; Taking Sides: Clashing Views on World Politics (18e 19); Hill; 18; Required; False; 
CC-PSYC 100 01, OL2 - Shen-Miller (CRN: 4020, 4070); 9781319028848; Launchpad T/A Psychology In Everyday Life (4E 17); Myers; 4; Required - Choose format; False; 
CC-PSYC 100 01, OL2 - Shen-Miller (CRN: 4020, 4070); 9781319114480; 2 P/S Loose Leaf Psychology In Everyday Life (4E 17) W/ Launchpad; Myers; 4; Required - Choose format; False; 
CC-PSYC 100 01, OL2 - Shen-Miller (CRN: 4020, 4070); 9781319114510; 2 P/S Psychology In Everyday Life (4E 17) W/ Launchpad; Myers; 4; Required - Choose format; False; 
CC-PSYC 100 02 - Larsen (CRN: 4030); 9781259143687; Experience Psychology (2E 13); King; 2; Required; False; 
CC-PSYC 100 H1 - Neufeld (CRN: 4040); 9782222222224; See Instructor for Course Materials; Instructor; ; No Purchase Necessary; False; 
CC-PSYC 100 ILB - Michaels (CRN: 4050); 9781259143687; Experience Psychology (2E 13); King; 2; Required; False; 
CC-PSYC 100 OL1 - Neufeld (CRN: 4060); 9782222222224; See Instructor for Course Materials; Instructor; ; No Purchase Necessary; False; 
CC-PSYC 200 IL1 - Larsen (CRN: 4080); 9781319016296; Loose Leaf Invitation To Life Span (3E 16); Berger; 3; Required; False; 
CC-PSYC 200 IL1 - Larsen (CRN: 4080); 9781319015886; Invitation To Life Span (3E 16); Berger; 3; Required; False; 
CC-PSYC 200 IOL - Shen-Miller (CRN: 4090); 9781319208974; Launchpad T/A Experiencing the Lifespan (5E 19); Belskey; 5; Required - Choose format; False; 
CC-PSYC 200 IOL - Shen-Miller (CRN: 4090); 9781319256128; 2 P/S Loose Leaf Experiencing the Lifespan (5E 19) w/ Launchpad; Belsky; 5; Required - Choose format; False; 
CC-PSYC 209 01 - Neufeld (CRN: 4000); 9781118360026; Research In Psychology (7E 13); Goodwin; 7; Required; False; 
CC-PSYC 251 OL1 - Neufeld (CRN: 4010); 9781319014261; Industrial Organisational Psychology (5E 16); Levy; 5; Required; False; 
CC-SOC 101 LC3 - Custer (CRN: 4140); 9780078026874; Practical Skeptic (6E 14) Core Concepts; McIntyre; 6; Required; False; 
CC-SOC 101 LC3 - Custer (CRN: 4140); 9780078026881; Practical Skeptic (6E 14) Readings; McIntyre; 6; Required; False; 
CC-SOC 101 OL1 - Custer (CRN: 4150); 9780078026874; Practical Skeptic (6E 14) Core Concepts; McIntyre; 6; Required; False; 
CC-SOC 101 OL1 - Custer (CRN: 4150); 9780078026881; Practical Skeptic (6E 14) Readings; McIntyre; 6; Required; False; 
CC-SOC 150 LC2 - Cardenas (CRN: 4110); 9780143131038; Tales of Two Americas; Freeman, John; ; Required; False; 
CC-SPAN 121 01 - Gavrila (CRN: 4170); 9781543306613; 3 P/S Loose Leaf Vistas (6E 20) w/ Supersite & Wkbk; Blanco; 6; Required - Choose format; False; 
CC-SPAN 121 01 - Gavrila (CRN: 4170); 9781543306552; 3 P/S Vistas (6E 20) w/ Supersite & Wkbk; Blanco; 6; Required - Choose format; False; 
CC-SPAN 122 01 - Fruit (CRN: 4180); 9781543306552; 3 P/S Vistas (6E 20) w/ Supersite & Wkbk; Blanco; 6; Required - Choose format; False; 
CC-SPAN 122 01 - Fruit (CRN: 4180); 9781543306613; 3 P/S Loose Leaf Vistas (6E 20) w/ Supersite & Wkbk; Blanco; 6; Required - Choose format; False; 
CC-SPAN 122 02 - Fruit (CRN: 4190); 9781543306552; 3 P/S Vistas (6E 20) w/ Supersite & Wkbk; Blanco; 6; Required - Choose format; False; 
CC-SPAN 122 02 - Fruit (CRN: 4190); 9781543306613; 3 P/S Loose Leaf Vistas (6E 20) w/ Supersite & Wkbk; Blanco; 6; Required - Choose format; False; 
CC-SPAN 221 01 - Fruit (CRN: 4200); 9781543305029; 3 P/S Enfoques (5E 20) w/ Supersite & Wkbk; Blanco; 5; Required - Choose format; False; 
CC-SPAN 221 01 - Fruit (CRN: 4200); 9781543305081; 3 P/S Loose Leaf Enfoques (5E 20) w/ Supersite & Wkbk; Blanco; 5; Required - Choose format; False; 
CC-SPAN 222 01 - Fruit (CRN: 4210); 9781543305029; 3 P/S Enfoques (5E 20) w/ Supersite & Wkbk; Blanco; 5; Required - Choose format; False; 
CC-SPAN 222 01 - Fruit (CRN: 4210); 9781543305081; 3 P/S Loose Leaf Enfoques (5E 20) w/ Supersite & Wkbk; Blanco; 5; Required - Choose format; False; 
CC-SPAN 223 01 - Fruit (CRN: 4220); 9781543305081; 3 P/S Loose Leaf Enfoques (5E 20) w/ Supersite & Wkbk; Blanco; 5; Required - Choose format; False; 
CC-SPAN 223 01 - Fruit (CRN: 4220); 9781543305029; 3 P/S Enfoques (5E 20) w/ Supersite & Wkbk; Blanco; 5; Required - Choose format; False; 
CC-SUPR 310 01 - Burke (CRN: 4230); 9780134462455; Elementary Statistics (13E 18); Triola; 13; Required; False; 
CC-SUPR 410 H1 - Cardenas (CRN: 4280); 9780199358687; Sacred Rice; Davidson; ; Required; False; 
